system:time_start,NPP
"Sep 6, 2018",583.013
"Sep 14, 2018",520.17
"Sep 22, 2018",527.776
"Sep 30, 2018",538.863
"Oct 8, 2018",537.966
"Oct 16, 2018",448.866
"Oct 24, 2018",405.498
"Nov 1, 2018",331.505
"Nov 9, 2018",299.783
"Nov 17, 2018",284.729
"Nov 25, 2018",273.856
"Dec 3, 2018",290.916
"Dec 11, 2018",372.287
"Dec 19, 2018",519.294
"Dec 27, 2018",489.356
"Jan 1, 2019",436.355
"Jan 9, 2019",529.939
"Jan 17, 2019",472.153
"Jan 25, 2019",584.78
"Feb 2, 2019",590.113
"Feb 10, 2019",461.321
"Feb 18, 2019",359.55
"Feb 26, 2019",392.679
"Mar 6, 2019",373.304
"Mar 14, 2019",327.712
"Mar 22, 2019",267.777
"Mar 30, 2019",259.247
"Apr 7, 2019",228.663
"Apr 15, 2019",218.244
"Apr 23, 2019",216.971
"May 1, 2019",223.565
"May 9, 2019",226.809
"May 17, 2019",250.466
"May 25, 2019",336.212
"Jun 2, 2019",406.263
"Jun 10, 2019",460.958
"Jun 18, 2019",546.246
"Jun 26, 2019",517.226
"Jul 4, 2019",503.024
"Jul 12, 2019",543.107
"Jul 20, 2019",692.252
"Jul 28, 2019",674.277
"Aug 5, 2019",626.384
"Aug 13, 2019",706.687
"Aug 21, 2019",616.17
"Aug 29, 2019",601.503
"Sep 6, 2019",605.495
"Sep 14, 2019",577.043
"Sep 22, 2019",550.164
"Sep 30, 2019",427.444
"Oct 8, 2019",395.221
"Oct 16, 2019",330.853
"Oct 24, 2019",289.062
"Nov 1, 2019",278.352
"Nov 9, 2019",249.177
"Nov 17, 2019",261.752
"Nov 25, 2019",261.816
"Dec 3, 2019",248.294
"Dec 11, 2019",244.756
"Dec 19, 2019",271.2
"Dec 27, 2019",328.418
"Jan 1, 2020",243.43
"Jan 9, 2020",246.935
"Jan 17, 2020",352.369
"Jan 25, 2020",308.967
"Feb 2, 2020",287.716
"Feb 10, 2020",279.963
"Feb 18, 2020",278.003
"Feb 26, 2020",267.37
"Mar 5, 2020",253.687
"Mar 13, 2020",231.106
"Mar 21, 2020",208.737
"Mar 29, 2020",206.204
"Apr 6, 2020",190.789
"Apr 14, 2020",190.807
"Apr 22, 2020",213.456
"Apr 30, 2020",224.455
"May 8, 2020",230.46
"May 16, 2020",260.318
"May 24, 2020",309.404
"Jun 1, 2020",277.779
"Jun 9, 2020",350.456
"Jun 17, 2020",469.072
"Jun 25, 2020",439.861
"Jul 3, 2020",502.858
"Jul 11, 2020",520.792
"Jul 19, 2020",647.222
"Jul 27, 2020",697.952
"Aug 4, 2020",766.815
"Aug 12, 2020",859.428
"Aug 20, 2020",637.424
"Aug 28, 2020",575.315
"Sep 5, 2020",627.607
"Sep 13, 2020",556.334
"Sep 21, 2020",549.591
"Sep 29, 2020",411.008
"Oct 7, 2020",344.788
"Oct 15, 2020",316.562
"Oct 23, 2020",300.47
